id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,,
296717,"Cozy Corner, Bedford Ave  Brooklyn!",1530310,Jacques,Brooklyn,Bedford-Stuyvesant,40.68855,-73.95405,Private room,55,5,18,10-10-18,0.2,3,0,,
34664546,private room w/ separate entrance in quiet area,4259761,Kiwa,Queens,Flushing,40.77257,-73.80125,Private room,45,30,0,,,1,326,,
23918586,"Clean Private Room, 10 min from 2 subway lines.",22710535,Ben,Brooklyn,Bedford-Stuyvesant,40.68659,-73.92949,Private room,150,1,1,25-03-18,0.06,1,0,,
34340887,Clean and comfortable place,259261655,Kay,Queens,Astoria,40.77098,-73.91952,Entire home apartment,150,1,7,16-06-19,3.18,1,25,,
581180,Beautiful Fresh Studio for Sublet,2775107,Dana,Brooklyn,Clinton Hill,40.68232,-73.96501,Entire home apartment,155,30,63,26-05-19,0.75,1,249,,
4694622,Cozy Garden Apartment in Bushwick!!,24269297,Caitlin,Brooklyn,Bushwick,40.69935,-73.9228,Private room,75,3,41,25-06-19,0.81,1,294,,
8869029,Private room in East Village,18048584,Stanley,Manhattan,East Village,40.72988,-73.98713,Private room,125,1,2,30-12-15,0.05,1,0,,
24034429,Oasis in East Village,180897611,Daniel,Manhattan,East Village,40.72642,-73.98402,Entire home apartment,175,2,5,01-01-19,0.34,1,15,,
14168274,1 Bedroom in shared 2 bedroom NYC walkup apartment,20448276,A.R.,Manhattan,Hell's Kitchen,40.76367,-73.98912,Private room,98,5,0,,,1,0,,
3052904,Spacious Upper East Side Pvt. Room,15543098,Carlos,Manhattan,Upper East Side,40.77401,-73.9457,Private room,55,1,2,31-12-16,0.03,1,0,,
2519255,Beautiful Brooklyn Room,808206,Brenna,Brooklyn,Bushwick,40.70365,-73.92711,Private room,50,1,1,11-04-14,0.02,1,0,,
14239534,Beautiful and sunny apartment in East Village!,55976102,John,Manhattan,East Village,40.72835,-73.98503,Entire home apartment,199,5,22,29-05-19,0.62,1,68,,
35384013,Gorgeous apartment in heart of Manhattan,235054437,Jakob,Manhattan,Hell's Kitchen,40.75994,-73.99591,Entire home apartment,295,4,0,,,1,10,,
33096377,"Classy apartment in downtown 
Everything you need",8661986,Eugene,Manhattan,Stuyvesant Town,40.73223,-73.98134,Entire home apartment,279,2,26,05-07-19,7.22,1,229,,
29900966,Landmark Brooklyn Brownstone 35 min from Midtown,65747874,Eric,Brooklyn,Crown Heights,40.67424,-73.94098,Entire home apartment,137,2,21,06-07-19,2.78,2,63,,
4276532,Harlem Getaway Jazz Mansion,9854191,Joyce,Manhattan,Harlem,40.80469,-73.94594,Entire home apartment,1000,3,38,09-06-19,0.72,1,270,,
35341959,The dream,265025516,Adina,Manhattan,Midtown,40.75088,-73.971,Entire home apartment,500,4,0,,,1,100,,
35720329,Amazing Location in Williamsburg with 4 Bedrooms,222287033,Francis,Brooklyn,Williamsburg,40.71151,-73.96515,Entire home apartment,350,3,2,20-06-19,2,5,347,,
13163474,"Cozy, Sunny, UWS Junior One Bedroom",16205472,Sami,Manhattan,Upper West Side,40.79296,-73.97456,Entire home apartment,100,4,2,23-07-18,0.09,1,83,,
1835367,"Washer, Marble Bath, Yard near Subways, High Line",7245581,Michael,Manhattan,Chelsea,40.75,-73.99721,Entire home apartment,92,110,13,09-03-19,0.21,19,327,,
21879760,Huge Dumbo Loft,1377201,Jon,Brooklyn,Vinegar Hill,40.70152,-73.98407,Entire home apartment,100,30,2,30-06-18,0.12,1,31,,
12655931,Birds singing and sunsets in NYC!,18597974,Derric,Queens,Astoria,40.77419,-73.93017,Private room,65,2,0,,,1,0,,
33514079,New Furnished Modern Two-Bedroom Apartment,3259045,Jessica,Queens,Astoria,40.75744,-73.91839,Entire home apartment,115,30,1,31-05-19,0.77,1,311,,
10166820,Brooklyn apartment 20 min to Manhattan,486147,Christopher,Brooklyn,Park Slope,40.67174,-73.98616,Private room,63,30,17,01-09-18,0.44,1,73,,
5366126,Great Private Bedroom,569577,John,Brooklyn,Prospect-Lefferts Gardens,40.66126,-73.96257,Private room,75,1,0,,,1,0,,
35379899,The Emerald Suite  (A Gem In A Historic Mansion),7728754,Malika,Brooklyn,Crown Heights,40.67575,-73.94299,Entire home apartment,100,3,0,,,4,278,,
3191925,Art Room + Backyard in Williamsburg,3772684,Glasshouse,Brooklyn,Williamsburg,40.70667,-73.94921,Private room,99,3,22,04-09-17,0.36,2,11,,
35339100,Renovated  Master Bedroom 47 Buffalo 3F Room#1,260688089,Hui,Brooklyn,Bedford-Stuyvesant,40.67815,-73.92534,Private room,60,1,1,30-06-19,1,2,147,,
10561771,La Casa Azul,30356325,Joel,Manhattan,Harlem,40.80734,-73.94666,Entire home apartment,70,2,4,11-04-16,0.1,1,0,,
34532377,Nice Room,213604995,Doreen,Brooklyn,Bedford-Stuyvesant,40.68296,-73.93165,Private room,85,2,9,26-06-19,4.58,2,319,,
4859903,Entire 1 Bedroom 1 Bath Central Park APT,15398647,Kathy,Manhattan,Upper West Side,40.7838,-73.97266,Entire home apartment,255,2,47,08-06-19,0.92,1,352,,
9042254,Beautiful & Spacious EV Bedroom,47187008,Francesca,Manhattan,East Village,40.72737,-73.98605,Private room,90,7,0,,,1,0,,
31764572,Modern living in semi-industrial setting,78326799,Patrick,Brooklyn,Gowanus,40.68289,-73.9878,Private room,80,1,2,07-04-19,0.63,1,0,,
33574976,"Still NYC...  Grymes Hill, Staten Island",246224359,Julie Ann,Staten Island,Grymes Hill,40.6105,-74.09132,Entire home apartment,115,1,1,30-06-19,1,1,339,,
21899575,Beautiful 1 bd apartment in the heart of Brooklyn.,155812868,Milana,Brooklyn,Brighton Beach,40.57962,-73.96535,Entire home apartment,119,1,19,04-07-19,1.02,2,135,,
11187722,Midtown Manhattan Hideaway,2772230,Jase,Manhattan,Hell's Kitchen,40.75577,-73.99466,Entire home apartment,185,2,205,20-06-19,5.83,1,233,,
22064262,Spacious beautiful studio in Midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74873,-73.97664,Entire home apartment,150,30,5,06-04-19,0.4,50,364,,
32426943,Convenience Cozy Apartment- Hells kitchen,10120673,Alexo & JC,Manhattan,Hell's Kitchen,40.76121,-73.98813,Entire home apartment,220,5,5,07-06-19,1.95,2,1,,
14967994,Seaview Studio in  Brooklyn New york.,94265445,Natasha,Brooklyn,Canarsie,40.63241,-73.89367,Entire home apartment,100,2,161,26-06-19,4.78,1,327,,
10233244,"Sunny, Cozy Room Near Train, Cafes & Parks",11554193,Rishe,Brooklyn,Crown Heights,40.66671,-73.94981,Private room,43,5,16,27-09-18,0.4,2,38,,
10958463,Nice bedroom at Manhattan -Upper East Side/Harlem,21784104,Paulo,Manhattan,East Harlem,40.79226,-73.93895,Private room,150,3,73,25-05-19,1.85,1,32,,
20216511,Beautiful NYC Apartment in Popular Brooklyn spot!!,132735454,John,Brooklyn,Bushwick,40.69549,-73.91838,Private room,30,1,4,19-08-17,0.17,1,0,,
225306,Charming room in Victorian home,1112560,Mary,Brooklyn,Bedford-Stuyvesant,40.68749,-73.95494,Private room,79,3,115,05-07-19,1.21,3,264,,
32185974,Spacious One Bedroom in Hell's Kitchen,241361740,Michael,Manhattan,Hell's Kitchen,40.75951,-73.99455,Entire home apartment,230,2,0,,,1,0,,
9007767,Spacious Modern Alcove Studio 4,45595980,Tny,Manhattan,Midtown,40.76135,-73.96707,Entire home apartment,135,30,8,09-09-18,0.19,12,282,,
23273907,"**Cozy room, good location, 20 mins to Manhattan",173249074,Svetlana,Brooklyn,Bath Beach,40.60434,-74.0169,Private room,50,4,36,26-06-19,2.19,2,316,,
6570718,Spacious Railroad in LIC/Astoria,9630921,Vasilios,Queens,Long Island City,40.75628,-73.92072,Entire home apartment,85,7,0,,,1,0,,
21313022,Brooklyn Home On The Beach,15356710,Maxim,Brooklyn,Brighton Beach,40.57536,-73.96523,Private room,40,31,1,02-03-19,0.23,1,342,,
9838053,"Large, Furnished Bedroom in Bushwick",48939879,Ena,Brooklyn,Bushwick,40.70311,-73.91264,Private room,39,10,2,14-01-19,0.28,1,0,,
26747248,Red Hook studio space with private entrance,3830753,Roberto,Brooklyn,Red Hook,40.675,-74.01127,Entire home apartment,90,4,32,24-06-19,2.75,1,107,,
18272185,"Huge, Light-filled Williamsburg Loft — Long Term",1495058,Joseph,Brooklyn,Williamsburg,40.72112,-73.96034,Entire home apartment,249,60,2,09-05-17,0.08,1,0,,
21515092,"Sunny, peaceful room in Ridgewood/Bushwick",102599996,Dean,Queens,Ridgewood,40.70707,-73.91455,Private room,40,30,6,02-05-18,0.29,1,0,,
30720122,Sunnyside RM w/ a view. Near everything you need.,137358866,Kazuya,Queens,Sunnyside,40.73756,-73.92329,Private room,29,30,0,,,103,241,,
30905035,Well located studio in the heart of NYC.,221418152,Abdiaziz,Manhattan,Harlem,40.80602,-73.95508,Entire home apartment,180,1,24,05-07-19,3.79,1,85,,
26496645,Room with a view,110049861,Martin,Brooklyn,Williamsburg,40.70959,-73.95693,Private room,10,1,0,,,1,83,,
16404329,Small Room in Big Williamsburg Apartment,4448551,Marco,Brooklyn,Williamsburg,40.71048,-73.96292,Private room,74,29,17,30-11-18,0.55,1,0,,
7087255,Charming Windsor Terrace Home,3974249,Amanda,Brooklyn,Windsor Terrace,40.65459,-73.97475,Entire home apartment,267,2,14,29-12-18,0.42,1,1,,
34804749,Cozy East Village Studio - Backyard Space,81351940,Rick,Manhattan,East Village,40.72387,-73.97845,Entire home apartment,166,2,4,30-06-19,2.79,1,75,,
11672400,BRIGHT Modern Spacious East Village Studio Apt,61972032,Giovanni,Manhattan,Gramercy,40.7318,-73.98322,Entire home apartment,186,2,169,24-06-19,4.17,1,0,,
18935148,Cozy Paradise,131993336,David,Queens,Forest Hills,40.71923,-73.85189,Private room,175,1,47,23-06-19,2.14,2,176,,
33614825,Spacious yellow room in Brooklyn,208955733,Candace,Brooklyn,East Flatbush,40.65401,-73.92013,Private room,90,1,10,25-06-19,3.75,4,365,,
19239282,Beautiful brownstone apartment on quiet street,612818,Emilie,Brooklyn,Carroll Gardens,40.67847,-73.99924,Entire home apartment,125,2,11,01-07-19,0.45,1,26,,
10564375,Chelsea Studio + Private Garden!,304651,Egbert Miles,Manhattan,Chelsea,40.74666,-74.00201,Entire home apartment,180,1,0,,,1,0,,
25686640,Charming 2 Bedroom in Fashionable East Village,193335348,Julia,Manhattan,East Village,40.727,-73.98406,Entire home apartment,350,2,69,06-07-19,5.27,1,291,,
689329,Cozy 15 mins Manhattan& 10 Mins LGA,2446219,Biren,Queens,East Elmhurst,40.75772,-73.8953,Private room,62,1,296,29-06-19,3.92,2,234,,
10083881,Well Equipped One-Bedroom Apartment,51743699,Oliver,Manhattan,Morningside Heights,40.80986,-73.95945,Entire home apartment,100,1,1,23-12-15,0.02,1,0,,
35683012,3 BEDROOMS IN BROOKLYN,219459418,Right,Brooklyn,Williamsburg,40.70905,-73.95484,Entire home apartment,450,2,0,,,1,345,,
16315491,AWESOME CHARMING ROOM C WITH ROOF DECK ACCESS :),29650513,Katie Graham,Brooklyn,Clinton Hill,40.69307,-73.96183,Private room,97,30,13,20-05-19,0.41,6,332,,
4183424,Charming West Village 1 bdrm,9405848,Susie,Manhattan,West Village,40.73314,-74.00475,Entire home apartment,145,3,11,08-04-19,0.34,1,0,,
1342507,Brooklyn duplex 10 mins to U Square,7281456,Fabiano,Brooklyn,Williamsburg,40.70816,-73.93931,Entire home apartment,150,2,24,03-01-19,0.53,1,296,,
25290749,Studio-Central Location 5 Min walk to Times Square,17988586,Jeffree,Manhattan,Hell's Kitchen,40.76235,-73.98759,Entire home apartment,175,4,7,24-03-19,0.52,1,0,,
25328184,Bedstuy Fly!  Two Bedroom Garden Apartment.,1417893,Ingrid,Brooklyn,Bedford-Stuyvesant,40.68902,-73.92838,Entire home apartment,160,3,52,22-06-19,3.9,1,37,,
19808259,Newly renovated heart of Williamsburg great views,117530860,Adam,Brooklyn,Williamsburg,40.72019,-73.95581,Private room,65,7,1,14-08-17,0.04,1,0,,
16205491,BEAUTIFUL 1-BEDROOM @ דירה שווה בוויליאמסבורג,8682765,Nimrod,Brooklyn,Williamsburg,40.71497,-73.93905,Entire home apartment,150,7,0,,,1,0,,
15659791,Lovely studio near Grand Central /You will love it,1475015,Mike,Manhattan,Midtown,40.75105,-73.97045,Entire home apartment,95,30,0,,,52,297,,
36282108,Great apartment in downtown NYC for August,45623497,Kristy,Manhattan,Battery Park City,40.70974,-74.01774,Entire home apartment,105,30,0,,,1,31,,
283550,Hells Kitchen Ground Fl 1-bedroom,1476954,Jose,Manhattan,Hell's Kitchen,40.76001,-73.99133,Entire home apartment,175,3,10,21-04-19,0.23,1,0,,
35233962,Beautiful 1BR Apt. by Times Square and Bryant Park,264950723,Lenny,Manhattan,Midtown,40.75287,-73.98631,Entire home apartment,350,4,1,09-06-19,1,1,2,,
8043824,Spacious Williamsburg apartment,183594,Hannah,Brooklyn,Williamsburg,40.71693,-73.94477,Entire home apartment,149,1,7,15-08-16,0.15,1,0,,
15340649,Huge Beautiful Loft in the Heart of Williamsburg,114590,J.P.,Brooklyn,Williamsburg,40.72049,-73.96027,Entire home apartment,180,3,7,24-06-19,0.21,1,54,,
18123540,Cozy room in Brooklyn steps from train,54058956,Kristin,Brooklyn,Flatbush,40.65026,-73.96308,Private room,40,2,0,,,1,0,,
12083868,Sleek 1 BR apt. near major attractions in NYC!,30283594,Kara,Manhattan,Midtown,40.76536,-73.98199,Entire home apartment,239,30,0,,,121,351,,
10116619,"Sunny, spacious room in heart of BK",17794202,Taylor,Brooklyn,Boerum Hill,40.68485,-73.9819,Private room,65,3,2,03-01-16,0.05,1,0,,
16440383,"Cozy &  Comfy Room in quiet Briarwood, Queens, NY",570442,Maria,Queens,Briarwood,40.71357,-73.81986,Private room,85,2,0,,,1,0,,
1391024,Bright Brooklyn Room in Shared Apt!,969279,Travis,Brooklyn,Bushwick,40.69731,-73.92417,Private room,69,2,98,16-06-19,1.36,1,20,,
5091056,Comfy Bedroom quite neighborhood ,26301893,Claude,Queens,Forest Hills,40.71158,-73.85273,Private room,80,1,12,03-01-19,0.35,1,59,,
32550619,Cozy Upper West Side Spacious Studio,51268465,Sebastian,Manhattan,Upper West Side,40.79467,-73.96923,Entire home apartment,135,1,1,30-03-19,0.3,1,0,,
28558930,Cosy home in Bushwick..25 minutes into Manhattan!,44753370,Sanjeev,Brooklyn,Bushwick,40.70543,-73.91935,Private room,50,6,1,16-09-18,0.1,1,0,,
32921148,Cozy room w/ Laundry in Building + 3 Bathrooms!,136010789,Rebeca & John @ Bedly,Brooklyn,Bushwick,40.69387,-73.91826,Private room,33,30,0,,,2,54,,
9505268,Chelsea studio,7098925,Dimitri,Manhattan,Chelsea,40.75182,-73.99779,Entire home apartment,150,5,1,05-01-16,0.02,1,0,,
6302996,Spacious Room in Washington Heights,18671223,Josette,Manhattan,Washington Heights,40.84773,-73.93346,Private room,45,1,1,26-06-15,0.02,1,0,,
4268286,Cozy brownstone bed & bath; pvt.ent,22158091,Marjorie,Manhattan,East Harlem,40.79608,-73.93819,Private room,100,3,140,06-07-19,2.45,1,66,,
27032162,"Private big one bedroom apt, Brooklyn,NY",203397896,Teola,Brooklyn,Brownsville,40.66648,-73.91375,Entire home apartment,98,2,40,24-06-19,4.15,1,223,,
4847312,Clinton Hill Guest Room,24941494,Rudy And Joan,Brooklyn,Clinton Hill,40.68924,-73.96453,Private room,175,3,0,,,1,83,,
10100512,Room in spacious house in Brooklyn!,271073,Besanya,Brooklyn,Midwood,40.62391,-73.96146,Private room,30,1,0,,,1,0,,
4069341,Urban Rustic Retreat,21105084,Sugeiry,Manhattan,Harlem,40.81575,-73.9537,Entire home apartment,145,7,34,23-10-17,0.58,2,0,,
35261660,"Crown Heights 3BR, 2 BATH (15 mins to Manhattan!)",265463203,Alesh,Brooklyn,Crown Heights,40.67038,-73.92962,Entire home apartment,245,2,1,01-07-19,1,3,326,,
8320129,Cozy Studio Apt Upper East Side Near Hospitals,30283594,Kara,Manhattan,Upper East Side,40.76137,-73.96042,Entire home apartment,199,30,3,22-04-18,0.11,121,365,,
8869383,Lefferts Garden/ Prospect Park Gem,46420811,Stacy,Brooklyn,Prospect-Lefferts Gardens,40.65631,-73.95535,Private room,40,10,12,30-06-19,0.28,1,343,,
29831510,Private Room 2 - Next to Central Park / CU,17822256,Anna & Frank,Manhattan,Harlem,40.80076,-73.95742,Private room,95,2,32,22-06-19,4,4,163,,
17845507,Small room in South Slope House,122079426,Martha,Brooklyn,South Slope,40.6632,-73.98529,Private room,50,1,19,12-06-17,0.71,1,0,,
35907197,Master Bedroom in Your Cozy Queens Getaway,142871086,Emily,Queens,East Elmhurst,40.75637,-73.89729,Private room,65,1,0,,,1,36,,
6654304,"Charming, Cozy & spacious  bedroom in Brooklyn",34828488,Pauline,Brooklyn,Canarsie,40.64372,-73.90361,Private room,88,2,12,28-06-19,0.26,1,180,,
736187,Private Room in lovely Greenpoint,3842134,Dawn,Brooklyn,Greenpoint,40.72661,-73.94586,Private room,52,5,35,03-01-19,0.44,3,1,,
29565013,True 1BR in East Village with City Views,213302863,Kahrej,Manhattan,East Village,40.72348,-73.98322,Entire home apartment,175,3,3,01-01-19,0.36,1,0,,
35121742,"Sunny, roomy one-bedroom across from Prospect Park",13583451,K,Brooklyn,Prospect-Lefferts Gardens,40.6573,-73.96134,Entire home apartment,94,4,1,05-06-19,0.88,1,7,,
23433585,"Nice room near SI Ferry 
15 minutes by car.",174786681,Sara I,Staten Island,Randall Manor,40.63779,-74.12274,Private room,31,7,3,31-10-18,0.19,1,357,,
732624,1 Pvt. Room in Upper West Manhattan,3813161,Cleveland,Manhattan,Harlem,40.81908,-73.94776,Private room,65,1,327,29-06-19,4.01,1,287,,
12832371,"East 74th street, Cozy UES 1bd Serviced Apartment",22541573,Ken,Manhattan,Upper East Side,40.77102,-73.95873,Entire home apartment,163,30,1,14-10-17,0.05,87,350,,
14992784,Prívate Cozy Room,24489871,Adriana,Queens,Forest Hills,40.73602,-73.85619,Private room,52,1,14,16-04-17,0.43,2,249,,
11580884,Cozy Artists Bushwick Loft!,59075666,Das,Brooklyn,Williamsburg,40.70395,-73.93367,Private room,50,6,11,07-09-18,0.27,1,0,,
15665152,Charming 2-Bedroom Brownstone Garden Level Apt.,19282734,Eric,Brooklyn,Bedford-Stuyvesant,40.68134,-73.92226,Entire home apartment,120,3,117,18-06-19,3.6,1,232,,
21537886,"Spacious, quiet loft close to EVERYTHING! Views!",12678346,Cody,Brooklyn,Greenpoint,40.72552,-73.95108,Shared room,45,7,0,,,1,0,,
16559041,Spacious Bedroom @ Convinience,80375387,Ash,Queens,Astoria,40.75888,-73.91747,Private room,81,1,3,04-09-18,0.2,1,179,,
13117160,Bedroom in Clean Uptown Apartment,1921498,Pedro Pablo,Manhattan,Washington Heights,40.84467,-73.93374,Private room,55,6,2,10-05-19,0.08,3,3,,
34200086,Cozy Studio with Patio Close to the Subway,258202599,Elijah,Manhattan,East Harlem,40.78967,-73.94199,Entire home apartment,145,2,7,24-06-19,3.62,1,0,,
36175721,Historic Beach Bungalow-Steps to train- By Beach,271844440,Timothy,Queens,Rockaway Beach,40.58967,-73.81351,Entire home apartment,129,1,0,,,3,172,,
24131817,Modern & Spacious 1br East Village Apartment,91332497,Nikki,Manhattan,SoHo,40.72256,-74.00018,Private room,130,2,3,21-01-19,0.48,1,0,,
32404550,Spacious standalone room in the heart of Astoria,212776359,Larissa,Queens,Astoria,40.75836,-73.9175,Private room,80,2,14,05-07-19,3.26,1,51,,
31400403,Hamilton Heights,16683574,Delphine And Michael,Manhattan,Harlem,40.82823,-73.94971,Entire home apartment,145,30,0,,,2,357,,
34255183,2 Bedrooms and a Comfy Couch On Washington,17842194,Cathleen,Brooklyn,Crown Heights,40.67882,-73.96267,Private room,100,2,0,,,2,21,,
21566909,2 bedroom floor-thru in heart of Park Slope -,4058709,Elise And Dave,Brooklyn,Park Slope,40.67497,-73.97913,Entire home apartment,235,5,41,27-06-19,2.22,2,219,,
30950818,"1 Bedroom, Comfortable Large Brownstone apt",85165113,LaTasha,Brooklyn,Bedford-Stuyvesant,40.68358,-73.91775,Entire home apartment,50,3,11,03-07-19,1.69,2,26,,
13059872,Cozy apartment in Noho/ Soho,3149121,Nika,Manhattan,Greenwich Village,40.72617,-73.99658,Private room,90,1,2,13-06-16,0.05,1,0,,
28312177,Private En-suite in an Beautiful Brownstone,213803787,Naftaly,Brooklyn,Crown Heights,40.66627,-73.94164,Entire home apartment,180,1,12,31-05-19,1.31,1,109,,
28467737,Midtown Manhattan - 3BR/1BA near Empire State,27661888,Inho,Manhattan,Murray Hill,40.74734,-73.98049,Entire home apartment,575,2,40,07-07-19,4.43,1,46,,
15974141,100$,45404805,Bianca,Queens,Astoria,40.76938,-73.93227,Private room,120,5,1,07-01-18,0.05,2,351,,
7819706,East Village 1 Bedroom,13612070,Steph,Manhattan,East Village,40.7305,-73.98416,Entire home apartment,150,1,0,,,1,0,,
22842339,Cute sunny room in big Bushwick apartment,143460,Megan,Brooklyn,Bushwick,40.69819,-73.92194,Private room,45,1,3,29-07-18,0.21,2,0,,
30851304,Twice As Better Home Inn,227872371,Better Home,Queens,Springfield Gardens,40.66292,-73.76711,Entire home apartment,75,1,40,04-07-19,6.19,2,300,,
18208811,"Warm, clean room in a historic Harlem brownstone",20368225,Jessica,Manhattan,Harlem,40.80965,-73.94696,Private room,115,1,120,22-06-19,4.77,3,34,,
19801310,Bedroom with Manhattan view (females only),139638096,Xinyan,Manhattan,Roosevelt Island,40.76412,-73.948,Private room,60,1,0,,,1,0,,
36305071,Eclectic and Peaceful Suite with Private Bathroom,22200018,Lucia,Brooklyn,Bedford-Stuyvesant,40.68437,-73.93508,Private room,75,2,0,,,2,115,,
16096372,spacious 1 bdrm apt on the Hudson River,633395,Naama,Manhattan,Morningside Heights,40.809,-73.9661,Entire home apartment,150,5,3,29-06-18,0.1,1,25,,
7116799,Spring special ~,37291339,Latoya,Queens,Jamaica,40.69121,-73.78342,Entire home apartment,130,2,77,23-04-19,1.65,1,322,,
11255694,Private room w/ bathroom & kitchen!,181201,Caroll,Brooklyn,Bedford-Stuyvesant,40.68472,-73.93145,Private room,69,3,23,01-01-19,0.57,1,317,,
16230581,Cozy apartment in the heart of Williamsburg!,326185,Martina,Brooklyn,Williamsburg,40.71532,-73.95563,Entire home apartment,108,3,3,28-07-17,0.1,1,0,,
3359510,Gorgeous Loft w/ 2 queen beds & full kitchen!,7503643,Vida,Brooklyn,Greenpoint,40.72428,-73.94348,Entire home apartment,129,30,15,30-06-19,0.27,52,157,,
12915038,Renovated: 15min 4 Train ride to NYC-Crown Heights,25611454,Regina,Brooklyn,East Flatbush,40.65983,-73.93472,Private room,80,3,57,03-07-19,1.58,1,14,,
9945127,Convenient & Spacious & Feel Good Apartment,14521821,Koen,Brooklyn,Brooklyn Heights,40.69261,-73.99252,Entire home apartment,200,2,2,25-07-16,0.05,1,0,,
11324531,PRIVATE ROOM - GREENPOINT,31860430,Grayson,Brooklyn,Greenpoint,40.73733,-73.95336,Private room,65,1,0,,,1,0,,
30399969,Cozy Two Bedroom Apartment in Greenpoint,129312581,Andre,Brooklyn,Greenpoint,40.72944,-73.95395,Entire home apartment,167,2,0,,,1,0,,
113265,Brooklyn- Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40.67555,-73.95057,Private room,55,2,247,21-06-19,2.51,2,275,,
30344925,Modern Park Slope 1br right by Prospect Park,18609785,Ben,Brooklyn,South Slope,40.66557,-73.98044,Entire home apartment,155,3,9,18-03-19,1.38,1,5,,
20092176,Large suite with private bathroom (15 min to city),85330,Jean,Queens,Forest Hills,40.7118,-73.85285,Private room,50,3,30,01-07-19,1.28,3,220,,
35758732,"The Gallery Bed & Breakfast in Bed-Stuy, Brooklyn",21299191,The Gallery BnB,Brooklyn,Bedford-Stuyvesant,40.68794,-73.93626,Private room,175,2,3,07-07-19,3,1,358,,
21769501,Amazing Studio at the Time Square Area/52D,48146336,Irina,Manhattan,Hell's Kitchen,40.76173,-73.99325,Entire home apartment,130,30,4,18-05-19,0.43,20,268,,
8738086,Furnished 2BR in the UES (94th and 2nd),23772724,Elem,Manhattan,Hell's Kitchen,40.76612,-73.98545,Entire home apartment,200,30,3,30-04-18,0.07,15,336,,
33956049,Comfortable Private Room with everything you need!,256403429,Brenda,Brooklyn,East Flatbush,40.65438,-73.95181,Private room,54,1,14,01-07-19,5.32,5,81,,
32113817,Private Essex Street Bedroom in the LowerEast Side,231819451,Timothy,Manhattan,Lower East Side,40.71984,-73.98625,Private room,100,3,19,01-07-19,4.01,1,48,,
13342037,Charming 1BR Apartment in Soho / Nolita,75575414,Michael,Manhattan,Nolita,40.72198,-73.99451,Entire home apartment,245,5,0,,,1,0,,
7696654,Spacious  Harlem 1-Br. Terrace Apt with Doorman,5742112,Maximillian,Manhattan,Harlem,40.81236,-73.94142,Entire home apartment,100,4,0,,,1,0,,
23288584,Manhattan Club 1 Bedroom (Sleeps 4 adults),40381718,Sujatha,Manhattan,Midtown,40.76422,-73.98188,Private room,250,1,0,,,1,0,,
25887913,"Cozy Room Great Price in Bushwick, Bklyn!(Suite 3)",44123062,Oscar,Brooklyn,Bushwick,40.68912,-73.90848,Private room,40,3,50,29-06-19,3.96,4,9,,
31953973,Luxury 1 Bedroom -Midtown/Times Square/Centralpark,37412692,Kim,Manhattan,Midtown,40.76467,-73.98277,Entire home apartment,115,30,0,,,4,362,,
34806449,Designer New Apartment in Nomad / Flatiron,43226402,Eugene,Manhattan,Midtown,40.74305,-73.98368,Entire home apartment,250,30,0,,,1,95,,
26121159,Bedstuy Brooklyn home with a view!!!,195831980,Randaull,Brooklyn,Bedford-Stuyvesant,40.6851,-73.94791,Entire home apartment,170,1,27,30-03-19,2.13,1,137,,
35768121,Murray Hill studio,2448443,Alex,Manhattan,Murray Hill,40.74849,-73.97708,Entire home apartment,140,3,1,17-06-19,1,1,3,,
24749018,Brand new 2-bed in luxury full-service building,3346513,Sorel,Brooklyn,Downtown Brooklyn,40.69192,-73.98391,Entire home apartment,250,4,15,21-05-19,1.04,2,22,,
8942467,Your own hip and cozy 1BD apartment,36821356,Vitaly And Lena,Brooklyn,Borough Park,40.62251,-73.99397,Entire home apartment,96,14,93,23-06-19,2.06,1,73,,
35166514,One bedroom Apt with Balcony located close to JFK,157331617,Danny,Queens,Howard Beach,40.66299,-73.85491,Entire home apartment,150,3,1,01-07-19,1,1,78,,
24888436,A Hidden gem in the heart of Washington Heights,188160057,Kristi,Manhattan,Washington Heights,40.8483,-73.93115,Private room,125,3,0,,,1,363,,
23062725,"Brick Brownstone Apartment, Perfect for Families",179246,Francis & Daniele,Brooklyn,Bedford-Stuyvesant,40.67958,-73.90858,Entire home apartment,119,3,54,01-07-19,3.58,2,240,,
32664528,5 Stops to 42nd St/Times Sqaure,57007752,Dinneal,Queens,Long Island City,40.76321,-73.93472,Private room,55,2,15,26-06-19,3.88,2,114,,
841292,BIG room in fun loft – heart of NYC,4393626,Aaron,Manhattan,Chelsea,40.74712,-73.99514,Private room,109,3,26,27-05-19,0.36,2,18,,
9381449,Holidays in Williamsburg!,27499750,Donovan,Brooklyn,Williamsburg,40.70943,-73.94277,Entire home apartment,125,1,0,,,1,0,,
10788568,Houston St. 1 BDRM East Village/LES,55823684,Timothy,Manhattan,East Village,40.72381,-73.9892,Entire home apartment,149,1,0,,,1,0,,
30692398,Large bright room in the heart of Bushwick,51431600,Aurélie,Brooklyn,Bushwick,40.70134,-73.92111,Private room,50,5,1,03-01-19,0.16,1,0,,
